input,prompt,response,prompt_variant
antelope|cheetah|cactus,Answer using only one word - cheetah or cactus and not antelope. Which is more similar in semantic meaning to antelope?,cactus,canonical
antelope|cheetah|candle,Answer using only one word - cheetah or candle and not antelope. Which is more similar in semantic meaning to antelope?,candle,canonical
antelope|cheetah|burrito,Answer using only one word - cheetah or burrito and not antelope. Which is more similar in semantic meaning to antelope?,burrito,canonical
antelope|cheetah|bell,Answer using only one word - cheetah or bell and not antelope. Which is more similar in semantic meaning to antelope?,bell,canonical
antelope|cheetah|drill,Answer using only one word - cheetah or drill and not antelope. Which is more similar in semantic meaning to antelope?,drill,canonical
antelope|cheetah|blackberry,Answer using only one word - cheetah or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,cheetah,canonical
antelope|cheetah|tumbleweed,Answer using only one word - cheetah or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,tumbleweed,canonical
antelope|beaver|anteater,Answer using only one word - beaver or anteater and not antelope. Which is more similar in semantic meaning to antelope?,beaver,canonical
antelope|beaver|bear,Answer using only one word - beaver or bear and not antelope. Which is more similar in semantic meaning to antelope?,bear,canonical
antelope|beaver|ostrich,Answer using only one word - beaver or ostrich and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|beaver|camel,Answer using only one word - beaver or camel and not antelope. Which is more similar in semantic meaning to antelope?,beaver,canonical
antelope|beaver|ant,Answer using only one word - beaver or ant and not antelope. Which is more similar in semantic meaning to antelope?,beaver,canonical
antelope|beaver|beetle,Answer using only one word - beaver or beetle and not antelope. Which is more similar in semantic meaning to antelope?,beaver,canonical
antelope|beaver|bird,Answer using only one word - beaver or bird and not antelope. Which is more similar in semantic meaning to antelope?,beaver,canonical
antelope|beaver|file,Answer using only one word - beaver or file and not antelope. Which is more similar in semantic meaning to antelope?,file,canonical
antelope|beaver|chocolate,Answer using only one word - beaver or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,beaver,canonical
antelope|beaver|bench,Answer using only one word - beaver or bench and not antelope. Which is more similar in semantic meaning to antelope?,bench,canonical
antelope|beaver|missile,Answer using only one word - beaver or missile and not antelope. Which is more similar in semantic meaning to antelope?,beaver,canonical
antelope|beaver|tree,Answer using only one word - beaver or tree and not antelope. Which is more similar in semantic meaning to antelope?,tree,canonical
antelope|beaver|bassoon,Answer using only one word - beaver or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,bassoon,canonical
antelope|beaver|artichoke,Answer using only one word - beaver or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,beaver,canonical
antelope|beaver|blender,Answer using only one word - beaver or blender and not antelope. Which is more similar in semantic meaning to antelope?,blender,canonical
antelope|beaver|dress,Answer using only one word - beaver or dress and not antelope. Which is more similar in semantic meaning to antelope?,beaver,canonical
antelope|beaver|car,Answer using only one word - beaver or car and not antelope. Which is more similar in semantic meaning to antelope?,car,canonical
antelope|beaver|crowbar,Answer using only one word - beaver or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,crowbar,canonical
antelope|beaver|cactus,Answer using only one word - beaver or cactus and not antelope. Which is more similar in semantic meaning to antelope?,cactus,canonical
antelope|beaver|candle,Answer using only one word - beaver or candle and not antelope. Which is more similar in semantic meaning to antelope?,candle,canonical
antelope|beaver|burrito,Answer using only one word - beaver or burrito and not antelope. Which is more similar in semantic meaning to antelope?,burrito,canonical
antelope|beaver|bell,Answer using only one word - beaver or bell and not antelope. Which is more similar in semantic meaning to antelope?,bell,canonical
antelope|beaver|drill,Answer using only one word - beaver or drill and not antelope. Which is more similar in semantic meaning to antelope?,drill,canonical
antelope|beaver|blackberry,Answer using only one word - beaver or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,beaver,canonical
antelope|beaver|tumbleweed,Answer using only one word - beaver or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,beaver,canonical
antelope|anteater|bear,Answer using only one word - anteater or bear and not antelope. Which is more similar in semantic meaning to antelope?,bear,canonical
antelope|anteater|ostrich,Answer using only one word - anteater or ostrich and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|anteater|camel,Answer using only one word - anteater or camel and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|anteater|ant,Answer using only one word - anteater or ant and not antelope. Which is more similar in semantic meaning to antelope?,antelope,canonical
antelope|anteater|beetle,Answer using only one word - anteater or beetle and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|anteater|bird,Answer using only one word - anteater or bird and not antelope. Which is more similar in semantic meaning to antelope?,bird,canonical
antelope|anteater|file,Answer using only one word - anteater or file and not antelope. Which is more similar in semantic meaning to antelope?,file,canonical
antelope|anteater|chocolate,Answer using only one word - anteater or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,chocolate,canonical
antelope|anteater|bench,Answer using only one word - anteater or bench and not antelope. Which is more similar in semantic meaning to antelope?,bench,canonical
antelope|anteater|missile,Answer using only one word - anteater or missile and not antelope. Which is more similar in semantic meaning to antelope?,missile,canonical
antelope|anteater|tree,Answer using only one word - anteater or tree and not antelope. Which is more similar in semantic meaning to antelope?,tree,canonical
antelope|anteater|bassoon,Answer using only one word - anteater or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,bassoon,canonical
antelope|anteater|artichoke,Answer using only one word - anteater or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,artichoke,canonical
antelope|anteater|blender,Answer using only one word - anteater or blender and not antelope. Which is more similar in semantic meaning to antelope?,blender,canonical
antelope|anteater|dress,Answer using only one word - anteater or dress and not antelope. Which is more similar in semantic meaning to antelope?,dress,canonical
antelope|anteater|car,Answer using only one word - anteater or car and not antelope. Which is more similar in semantic meaning to antelope?,car,canonical
antelope|anteater|crowbar,Answer using only one word - anteater or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,crowbar,canonical
antelope|anteater|cactus,Answer using only one word - anteater or cactus and not antelope. Which is more similar in semantic meaning to antelope?,cactus,canonical
antelope|anteater|candle,Answer using only one word - anteater or candle and not antelope. Which is more similar in semantic meaning to antelope?,candle,canonical
antelope|anteater|burrito,Answer using only one word - anteater or burrito and not antelope. Which is more similar in semantic meaning to antelope?,burrito,canonical
antelope|anteater|bell,Answer using only one word - anteater or bell and not antelope. Which is more similar in semantic meaning to antelope?,bell,canonical
antelope|anteater|drill,Answer using only one word - anteater or drill and not antelope. Which is more similar in semantic meaning to antelope?,drill,canonical
antelope|anteater|blackberry,Answer using only one word - anteater or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,blackberry,canonical
antelope|anteater|tumbleweed,Answer using only one word - anteater or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,tumbleweed,canonical
antelope|bear|ostrich,Answer using only one word - bear or ostrich and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|bear|camel,Answer using only one word - bear or camel and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|bear|ant,Answer using only one word - bear or ant and not antelope. Which is more similar in semantic meaning to antelope?,bear,canonical
antelope|bear|beetle,Answer using only one word - bear or beetle and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|bear|bird,Answer using only one word - bear or bird and not antelope. Which is more similar in semantic meaning to antelope?,bird,canonical
antelope|bear|file,Answer using only one word - bear or file and not antelope. Which is more similar in semantic meaning to antelope?,file,canonical
antelope|bear|chocolate,Answer using only one word - bear or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,bear,canonical
antelope|bear|bench,Answer using only one word - bear or bench and not antelope. Which is more similar in semantic meaning to antelope?,bench,canonical
antelope|bear|missile,Answer using only one word - bear or missile and not antelope. Which is more similar in semantic meaning to antelope?,bear,canonical
antelope|bear|tree,Answer using only one word - bear or tree and not antelope. Which is more similar in semantic meaning to antelope?,tree,canonical
antelope|bear|bassoon,Answer using only one word - bear or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,bassoon,canonical
antelope|bear|artichoke,Answer using only one word - bear or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,bear,canonical
antelope|bear|blender,Answer using only one word - bear or blender and not antelope. Which is more similar in semantic meaning to antelope?,blender,canonical
antelope|bear|dress,Answer using only one word - bear or dress and not antelope. Which is more similar in semantic meaning to antelope?,bear,canonical
antelope|bear|car,Answer using only one word - bear or car and not antelope. Which is more similar in semantic meaning to antelope?,car,canonical
antelope|bear|crowbar,Answer using only one word - bear or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,crowbar,canonical
antelope|bear|cactus,Answer using only one word - bear or cactus and not antelope. Which is more similar in semantic meaning to antelope?,cactus,canonical
antelope|bear|candle,Answer using only one word - bear or candle and not antelope. Which is more similar in semantic meaning to antelope?,candle,canonical
antelope|bear|burrito,Answer using only one word - bear or burrito and not antelope. Which is more similar in semantic meaning to antelope?,burrito,canonical
antelope|bear|bell,Answer using only one word - bear or bell and not antelope. Which is more similar in semantic meaning to antelope?,bell,canonical
antelope|bear|drill,Answer using only one word - bear or drill and not antelope. Which is more similar in semantic meaning to antelope?,drill,canonical
antelope|bear|blackberry,Answer using only one word - bear or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,bear,canonical
antelope|bear|tumbleweed,Answer using only one word - bear or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,tumbleweed,canonical
antelope|ostrich|camel,Answer using only one word - ostrich or camel and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|ostrich|ant,Answer using only one word - ostrich or ant and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|beetle,Answer using only one word - ostrich or beetle and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|bird,Answer using only one word - ostrich or bird and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|file,Answer using only one word - ostrich or file and not antelope. Which is more similar in semantic meaning to antelope?,file,canonical
antelope|ostrich|chocolate,Answer using only one word - ostrich or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|bench,Answer using only one word - ostrich or bench and not antelope. Which is more similar in semantic meaning to antelope?,bench,canonical
antelope|ostrich|missile,Answer using only one word - ostrich or missile and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|tree,Answer using only one word - ostrich or tree and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|bassoon,Answer using only one word - ostrich or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|artichoke,Answer using only one word - ostrich or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|blender,Answer using only one word - ostrich or blender and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|dress,Answer using only one word - ostrich or dress and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|car,Answer using only one word - ostrich or car and not antelope. Which is more similar in semantic meaning to antelope?,car,canonical
antelope|ostrich|crowbar,Answer using only one word - ostrich or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|cactus,Answer using only one word - ostrich or cactus and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|candle,Answer using only one word - ostrich or candle and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|burrito,Answer using only one word - ostrich or burrito and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|bell,Answer using only one word - ostrich or bell and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|drill,Answer using only one word - ostrich or drill and not antelope. Which is more similar in semantic meaning to antelope?,drill,canonical
antelope|ostrich|blackberry,Answer using only one word - ostrich or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|ostrich|tumbleweed,Answer using only one word - ostrich or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,ostrich,canonical
antelope|camel|ant,Answer using only one word - camel or ant and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|camel|beetle,Answer using only one word - camel or beetle and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|camel|bird,Answer using only one word - camel or bird and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|camel|file,Answer using only one word - camel or file and not antelope. Which is more similar in semantic meaning to antelope?,file,canonical
antelope|camel|chocolate,Answer using only one word - camel or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|camel|bench,Answer using only one word - camel or bench and not antelope. Which is more similar in semantic meaning to antelope?,bench,canonical
antelope|camel|missile,Answer using only one word - camel or missile and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|camel|tree,Answer using only one word - camel or tree and not antelope. Which is more similar in semantic meaning to antelope?,tree,canonical
antelope|camel|bassoon,Answer using only one word - camel or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,bassoon,canonical
antelope|camel|artichoke,Answer using only one word - camel or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|camel|blender,Answer using only one word - camel or blender and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|camel|dress,Answer using only one word - camel or dress and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|camel|car,Answer using only one word - camel or car and not antelope. Which is more similar in semantic meaning to antelope?,car,canonical
antelope|camel|crowbar,Answer using only one word - camel or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,crowbar,canonical
antelope|camel|cactus,Answer using only one word - camel or cactus and not antelope. Which is more similar in semantic meaning to antelope?,cactus,canonical
antelope|camel|candle,Answer using only one word - camel or candle and not antelope. Which is more similar in semantic meaning to antelope?,candle,canonical
antelope|camel|burrito,Answer using only one word - camel or burrito and not antelope. Which is more similar in semantic meaning to antelope?,burrito,canonical
antelope|camel|bell,Answer using only one word - camel or bell and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|camel|drill,Answer using only one word - camel or drill and not antelope. Which is more similar in semantic meaning to antelope?,drill,canonical
antelope|camel|blackberry,Answer using only one word - camel or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|camel|tumbleweed,Answer using only one word - camel or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,camel,canonical
antelope|ant|beetle,Answer using only one word - ant or beetle and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|ant|bird,Answer using only one word - ant or bird and not antelope. Which is more similar in semantic meaning to antelope?,bird,canonical
antelope|ant|file,Answer using only one word - ant or file and not antelope. Which is more similar in semantic meaning to antelope?,file,canonical
antelope|ant|chocolate,Answer using only one word - ant or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,chocolate,canonical
antelope|ant|bench,Answer using only one word - ant or bench and not antelope. Which is more similar in semantic meaning to antelope?,bench,canonical
antelope|ant|missile,Answer using only one word - ant or missile and not antelope. Which is more similar in semantic meaning to antelope?,missile,canonical
antelope|ant|tree,Answer using only one word - ant or tree and not antelope. Which is more similar in semantic meaning to antelope?,tree,canonical
antelope|ant|bassoon,Answer using only one word - ant or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,bassoon,canonical
antelope|ant|artichoke,Answer using only one word - ant or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,antelope,canonical
antelope|ant|blender,Answer using only one word - ant or blender and not antelope. Which is more similar in semantic meaning to antelope?,blender,canonical
antelope|ant|dress,Answer using only one word - ant or dress and not antelope. Which is more similar in semantic meaning to antelope?,dress,canonical
antelope|ant|car,Answer using only one word - ant or car and not antelope. Which is more similar in semantic meaning to antelope?,car,canonical
antelope|ant|crowbar,Answer using only one word - ant or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,crowbar,canonical
antelope|ant|cactus,Answer using only one word - ant or cactus and not antelope. Which is more similar in semantic meaning to antelope?,cactus,canonical
antelope|ant|candle,Answer using only one word - ant or candle and not antelope. Which is more similar in semantic meaning to antelope?,candle,canonical
antelope|ant|burrito,Answer using only one word - ant or burrito and not antelope. Which is more similar in semantic meaning to antelope?,burrito,canonical
antelope|ant|bell,Answer using only one word - ant or bell and not antelope. Which is more similar in semantic meaning to antelope?,bell,canonical
antelope|ant|drill,Answer using only one word - ant or drill and not antelope. Which is more similar in semantic meaning to antelope?,drill,canonical
antelope|ant|blackberry,Answer using only one word - ant or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,blackberry,canonical
antelope|ant|tumbleweed,Answer using only one word - ant or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,tumbleweed,canonical
antelope|beetle|bird,Answer using only one word - beetle or bird and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|beetle|file,Answer using only one word - beetle or file and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|beetle|chocolate,Answer using only one word - beetle or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|beetle|bench,Answer using only one word - beetle or bench and not antelope. Which is more similar in semantic meaning to antelope?,bench,canonical
antelope|beetle|missile,Answer using only one word - beetle or missile and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|beetle|tree,Answer using only one word - beetle or tree and not antelope. Which is more similar in semantic meaning to antelope?,tree,canonical
antelope|beetle|bassoon,Answer using only one word - beetle or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,bassoon,canonical
antelope|beetle|artichoke,Answer using only one word - beetle or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|beetle|blender,Answer using only one word - beetle or blender and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|beetle|dress,Answer using only one word - beetle or dress and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|beetle|car,Answer using only one word - beetle or car and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|beetle|crowbar,Answer using only one word - beetle or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,crowbar,canonical
antelope|beetle|cactus,Answer using only one word - beetle or cactus and not antelope. Which is more similar in semantic meaning to antelope?,cactus,canonical
antelope|beetle|candle,Answer using only one word - beetle or candle and not antelope. Which is more similar in semantic meaning to antelope?,candle,canonical
antelope|beetle|burrito,Answer using only one word - beetle or burrito and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|beetle|bell,Answer using only one word - beetle or bell and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|beetle|drill,Answer using only one word - beetle or drill and not antelope. Which is more similar in semantic meaning to antelope?,drill,canonical
antelope|beetle|blackberry,Answer using only one word - beetle or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|beetle|tumbleweed,Answer using only one word - beetle or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,beetle,canonical
antelope|bird|file,Answer using only one word - bird or file and not antelope. Which is more similar in semantic meaning to antelope?,file,canonical
antelope|bird|chocolate,Answer using only one word - bird or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,chocolate,canonical
antelope|bird|bench,Answer using only one word - bird or bench and not antelope. Which is more similar in semantic meaning to antelope?,bench,canonical
antelope|bird|missile,Answer using only one word - bird or missile and not antelope. Which is more similar in semantic meaning to antelope?,bird,canonical
